Line ID,Order,Product,Requested Text,Qty,UOM,Unit Price,Line Total,Match Score,Notes
183,O-2025-0183,PAPER-A2-80-COATEDMATTE-Q,A2 Coated Matte 80 gsm Ivory qty 37 reams,37,ream,7.78,287.86,0.904,auto-mapped
184,O-2025-0184,PAPER-A5-120-COATEDGLOSS,A5 Coated Gloss 120 gsm Recycled qty 2 pallets,2,pallet,488.87,977.74,0.804,manual review suggested
185,O-2025-0185,PAPER-A2-100-CARDSTOCK,A2 Cardstock 100 gsm Recycled qty 71 boxs,71,box,38.76,2751.96,0.79,
186,O-2025-0186,PAPER-SRA3-300-COPY-B,SRA3 Copy 300 gsm White qty 8 pallets,8,pallet,772.58,6180.64,0.903,
187,O-2025-0187,PAPER-A2-200-COATEDGLOSS,A2 Coated Gloss 200 gsm Bright White qty 43 reams,43,ream,13.75,591.25,0.963,auto-mapped
188,O-2025-0188,PAPER-SRA3-90-CARDSTOCK-N,SRA3 Cardstock 90 gsm Recycled qty 32 reams,32,ream,6.66,213.12,0.782,auto-mapped
189,O-2025-0189,PAPER-SRA3-200-COATEDMATTE,SRA3 Coated Matte 200 gsm Recycled qty 7 reams,7,ream,11.13,77.91,0.961,auto-mapped
190,O-2025-0190,PAPER-SRA3-250-COATEDMATTE-H,SRA3 Coated Matte 250 gsm Ivory qty 98 boxs,98,box,55.63,5451.74,0.876,
191,O-2025-0191,PAPER-A3-120-UNCOATED,A3 Uncoated 120 gsm Ivory qty 24 reams,24,ream,7.2,172.8,0.908,
192,O-2025-0192,PAPER-A2-200-OFFSET,A2 Offset 200 gsm Recycled qty 46 reams,46,ream,13.99,643.54,0.779,auto-mapped
193,O-2025-0193,PAPER-A3-80-COATEDMATTE,A3 Coated Matte 80 gsm White qty 25 reams,25,ream,6.33,158.25,0.847,auto-mapped
194,O-2025-0194,PAPER-SRA3-120-COATEDMATTE-Y,SRA3 Coated Matte 120 gsm White qty 48 reams,48,ream,7.95,381.6,0.848,
195,O-2025-0195,PAPER-SRA3-300-UNCOATED,SRA3 Uncoated 300 gsm Bright White qty 77 boxs,77,box,64.6,4974.2,0.869,manual review suggested
196,O-2025-0196,PAPER-A4-170-OFFSET,A4 Offset 170 gsm Ivory qty 29 reams,29,ream,6.98,202.42,0.949,
197,O-2025-0197,PAPER-A3-140-OFFSET,A3 Offset 140 gsm White qty 17 reams,17,ream,8.39,142.63,0.785,manual review suggested
198,O-2025-0198,PAPER-A5-170-OFFSET,A5 Offset 170 gsm Ivory qty 44 boxs,44,box,25.74,1132.56,0.914,
199,O-2025-0199,PAPER-A2-75-COATEDMATTE,A2 Coated Matte 75 gsm Recycled qty 28 reams,28,ream,7.55,211.4,0.81,manual review suggested
200,O-2025-0200,PAPER-A4-70-CARDSTOCK,A4 Cardstock 70 gsm Bright White qty 3 pallets,3,pallet,525.82,1577.46,0.954,
201,O-2025-0201,PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm Recycled qty 86 boxs,86,box,35.86,3083.96,0.876,
202,O-2025-0202,PAPER-SRA3-140-UNCOATED,SRA3 Uncoated 140 gsm White qty 1 pallets,1,pallet,635.54,635.54,0.876,auto-mapped
203,O-2025-0203,PAPER-SRA3-100-CARDSTOCK,SRA3 Cardstock 100 gsm Ivory qty 60 boxs,60,box,34.31,2058.6,0.942,manual review suggested
204,O-2025-0204,PAPER-A2-100-COATEDMATTE,A2 Coated Matte 100 gsm White qty 30 reams,30,ream,8.39,251.7,0.891,auto-mapped
205,O-2025-0205,PAPER-A3-170-COATEDMATTE-Y,A3 Coated Matte 170 gsm Bright White qty 6 reams,6,ream,9.22,55.32,0.835,manual review suggested
206,O-2025-0206,PAPER-A3-300-OFFSET,A3 Offset 300 gsm White qty 48 boxs,48,box,57.38,2754.24,0.827,auto-mapped
207,O-2025-0207,PAPER-SRA3-250-COPY,SRA3 Copy 250 gsm Bright White qty 94 boxs,94,box,56.11,5274.34,0.918,auto-mapped
208,O-2025-0208,PAPER-A2-70-COPY-P,A2 Copy 70 gsm Ivory qty 35 reams,35,ream,7.47,261.45,0.978,
209,O-2025-0209,PAPER-A3-160-UNCOATED-O,A3 Uncoated 160 gsm Bright White qty 5 reams,5,ream,8.64,43.2,0.89,manual review suggested
210,O-2025-0210,PAPER-A5-300-OFFSET,A5 Offset 300 gsm Recycled qty 23 reams,23,ream,6.84,157.32,0.802,
211,O-2025-0211,PAPER-A4-140-COATEDGLOSS,A4 Coated Gloss 140 gsm Bright White qty 47 reams,47,ream,6.7,314.9,0.89,
212,O-2025-0212,PAPER-A2-80-COATEDMATTE-Q,A2 Coated Matte 80 gsm Ivory qty 16 reams,16,ream,7.78,124.48,0.823,
213,O-2025-0213,PAPER-A3-300-OFFSET-E,A3 Offset 300 gsm Bright White qty 11 reams,11,ream,13.32,146.52,0.955,
214,O-2025-0214,PAPER-A3-170-COPY,A3 Copy 170 gsm Recycled qty 41 reams,41,ream,8.67,355.47,0.832,
215,O-2025-0215,PAPER-A4-80-CARDSTOCK-X,A4 Cardstock 80 gsm Bright White qty 48 reams,48,ream,5.35,256.8,0.834,
216,O-2025-0216,PAPER-A2-100-CARDSTOCK-H,A2 Cardstock 100 gsm Bright White qty 44 reams,44,ream,8.48,373.12,0.892,
217,O-2025-0217,PAPER-A2-75-COATEDMATTE,A2 Coated Matte 75 gsm Recycled qty 18 reams,18,ream,7.55,135.9,0.902,auto-mapped
218,O-2025-0218,PAPER-A4-170-COATEDMATTE,A4 Coated Matte 170 gsm Ivory qty 19 reams,19,ream,6.67,126.73,0.821,
219,O-2025-0219,PAPER-A5-120-COATEDGLOSS-L,A5 Coated Gloss 120 gsm Recycled qty 41 reams,41,ream,5.27,216.07,0.878,manual review suggested
220,O-2025-0220,PAPER-A3-100-OFFSET,A3 Offset 100 gsm Ivory qty 3 pallets,3,pallet,546.2,1638.6,0.793,
221,O-2025-0221,PAPER-SRA3-120-OFFSET-B,SRA3 Offset 120 gsm Recycled qty 7 reams,7,ream,8.27,57.89,0.913,auto-mapped
222,O-2025-0222,PAPER-SRA3-300-COATEDGLOSS,SRA3 Coated Gloss 300 gsm Recycled qty 47 reams,47,ream,15.15,712.05,0.967,
223,O-2025-0223,PAPER-A4-170-COATEDGLOSS-K,A4 Coated Gloss 170 gsm Bright White qty 36 reams,36,ream,7.46,268.56,0.833,
224,O-2025-0224,PAPER-A3-250-UNCOATED,A3 Uncoated 250 gsm Bright White qty 55 boxs,55,box,51.11,2811.05,0.907,
225,O-2025-0225,PAPER-A2-90-COATEDGLOSS,A2 Coated Gloss 90 gsm Bright White qty 30 reams,30,ream,7.74,232.2,0.856,
226,O-2025-0226,PAPER-A4-70-UNCOATED,A4 Uncoated 70 gsm White qty 12 reams,12,ream,5.0,60.0,0.77,
227,O-2025-0227,PAPER-A4-170-COATEDMATTE,A4 Coated Matte 170 gsm Ivory qty 17 reams,17,ream,6.67,113.39,0.879,
228,O-2025-0228,PAPER-A4-200-UNCOATED,A4 Uncoated 200 gsm Ivory qty 42 reams,42,ream,7.76,325.92,0.914,auto-mapped
229,O-2025-0229,PAPER-A5-75-CARDSTOCK-N,A5 Cardstock 75 gsm Recycled qty 53 boxs,53,box,23.03,1220.59,0.887,auto-mapped
230,O-2025-0230,PAPER-A2-250-OFFSET,A2 Offset 250 gsm Recycled qty 41 boxs,41,box,68.25,2798.25,0.799,
231,O-2025-0231,PAPER-A5-140-COPY-I,A5 Copy 140 gsm Bright White qty 37 reams,37,ream,5.0,185.0,0.933,auto-mapped
232,O-2025-0232,PAPER-SRA3-170-COATEDMATTE-H,SRA3 Coated Matte 170 gsm Bright White qty 82 boxs,82,box,44.03,3610.46,0.911,
233,O-2025-0233,PAPER-A4-300-COPY-R,A4 Copy 300 gsm Bright White qty 15 reams,15,ream,9.4,141.0,0.959,
234,O-2025-0234,PAPER-SRA3-75-COATEDGLOSS,SRA3 Coated Gloss 75 gsm Recycled qty 38 reams,38,ream,6.92,262.96,0.889,
235,O-2025-0235,PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm Recycled qty 72 boxs,72,box,35.86,2581.92,0.801,
236,O-2025-0236,PAPER-A5-140-COATEDMATTE,A5 Coated Matte 140 gsm Bright White qty 10 pallets,10,pallet,533.47,5334.7,0.785,
237,O-2025-0237,PAPER-A2-75-COATEDGLOSS-I,A2 Coated Gloss 75 gsm Recycled qty 2 pallets,2,pallet,565.48,1130.96,0.9,auto-mapped
238,O-2025-0238,PAPER-A5-70-OFFSET-M,A5 Offset 70 gsm White qty 26 reams,26,ream,4.87,126.62,0.826,auto-mapped
239,O-2025-0239,PAPER-A3-80-COPY,A3 Copy 80 gsm Recycled qty 57 boxs,57,box,27.31,1556.67,0.958,manual review suggested
240,O-2025-0240,PAPER-A4-300-OFFSET-I,A4 Offset 300 gsm Recycled qty 48 reams,48,ream,9.28,445.44,0.881,auto-mapped
241,O-2025-0241,PAPER-A4-140-COATEDGLOSS,A4 Coated Gloss 140 gsm Bright White qty 34 reams,34,ream,6.7,227.8,0.841,auto-mapped
242,O-2025-0242,PAPER-A5-90-COATEDMATTE,A5 Coated Matte 90 gsm White qty 41 reams,41,ream,4.48,183.68,0.9,
243,O-2025-0243,PAPER-SRA3-90-OFFSET,SRA3 Offset 90 gsm Ivory qty 21 reams,21,ream,6.89,144.69,0.951,auto-mapped
244,O-2025-0244,PAPER-A4-200-UNCOATED-Q,A4 Uncoated 200 gsm Ivory qty 18 reams,18,ream,7.6,136.8,0.977,auto-mapped
245,O-2025-0245,PAPER-A2-75-UNCOATED,A2 Uncoated 75 gsm White qty 19 reams,19,ream,7.44,141.36,0.88,
246,O-2025-0246,PAPER-A4-200-CARDSTOCK,A4 Cardstock 200 gsm White qty 30 reams,30,ream,7.54,226.2,0.839,
247,O-2025-0247,PAPER-A2-80-COPY,A2 Copy 80 gsm Recycled qty 5 boxs,5,box,34.98,174.9,0.758,auto-mapped
248,O-2025-0248,PAPER-SRA3-300-COATEDGLOSS-Q,SRA3 Coated Gloss 300 gsm Bright White qty 8 pallets,8,pallet,804.4,6435.2,0.923,
249,O-2025-0249,PAPER-SRA3-200-COATEDMATTE,SRA3 Coated Matte 200 gsm Recycled qty 8 reams,8,ream,11.13,89.04,0.79,auto-mapped
250,O-2025-0250,PAPER-SRA3-100-CARDSTOCK-U,SRA3 Cardstock 100 gsm White qty 8 reams,8,ream,7.37,58.96,0.851,manual review suggested
251,O-2025-0251,PAPER-A3-100-COATEDGLOSS-Q,A3 Coated Gloss 100 gsm Bright White qty 90 boxs,90,box,31.01,2790.9,0.829,manual review suggested
252,O-2025-0252,PAPER-A5-140-CARDSTOCK,A5 Cardstock 140 gsm Ivory qty 36 reams,36,ream,5.48,197.28,0.817,
253,O-2025-0253,PAPER-A5-300-COPY,A5 Copy 300 gsm Bright White qty 42 reams,42,ream,7.13,299.46,0.952,manual review suggested
254,O-2025-0254,PAPER-A4-170-COATEDGLOSS-T,A4 Coated Gloss 170 gsm Recycled qty 36 reams,36,ream,7.27,261.72,0.809,
255,O-2025-0255,PAPER-SRA3-300-COATEDGLOSS-B,SRA3 Coated Gloss 300 gsm White qty 31 reams,31,ream,14.76,457.56,0.8,
256,O-2025-0256,PAPER-SRA3-250-COATEDMATTE-H,SRA3 Coated Matte 250 gsm Ivory qty 70 boxs,70,box,55.63,3894.1,0.946,
257,O-2025-0257,PAPER-A3-140-CARDSTOCK-I,A3 Cardstock 140 gsm White qty 88 boxs,88,box,36.48,3210.24,0.75,manual review suggested
258,O-2025-0258,PAPER-A4-100-COATEDGLOSS-M,A4 Coated Gloss 100 gsm Recycled qty 2 pallets,2,pallet,532.04,1064.08,0.76,
259,O-2025-0259,PAPER-SRA3-140-CARDSTOCK,SRA3 Cardstock 140 gsm Bright White qty 49 reams,49,ream,8.65,423.85,0.921,
260,O-2025-0260,PAPER-A4-300-COPY-U,A4 Copy 300 gsm Bright White qty 15 reams,15,ream,9.85,147.75,0.939,manual review suggested
261,O-2025-0261,PAPER-SRA3-75-COATEDGLOSS,SRA3 Coated Gloss 75 gsm Recycled qty 14 reams,14,ream,6.92,96.88,0.903,
262,O-2025-0262,PAPER-A5-200-UNCOATED-C,A5 Uncoated 200 gsm Bright White qty 39 reams,39,ream,5.87,228.93,0.87,auto-mapped
263,O-2025-0263,PAPER-A4-300-OFFSET-T,A4 Offset 300 gsm Recycled qty 41 reams,41,ream,9.52,390.32,0.941,
264,O-2025-0264,PAPER-A4-140-COATEDGLOSS,A4 Coated Gloss 140 gsm Bright White qty 5 reams,5,ream,6.7,33.5,0.877,manual review suggested
265,O-2025-0265,PAPER-A3-120-COATEDGLOSS-Y,A3 Coated Gloss 120 gsm Ivory qty 37 reams,37,ream,7.83,289.71,0.935,
266,O-2025-0266,PAPER-SRA3-80-COATEDGLOSS-K,SRA3 Coated Gloss 80 gsm White qty 35 reams,35,ream,6.39,223.65,0.81,
267,O-2025-0267,PAPER-A4-300-COPY-U,A4 Copy 300 gsm Bright White qty 33 reams,33,ream,9.85,325.05,0.881,manual review suggested
268,O-2025-0268,PAPER-A4-300-COATEDGLOSS,A4 Coated Gloss 300 gsm Bright White qty 6290 sheets,6290,sheet,0.6595,4148.26,0.783,
269,O-2025-0269,PAPER-SRA3-300-COPY-B,SRA3 Copy 300 gsm White qty 4 pallets,4,pallet,772.58,3090.32,0.873,auto-mapped
270,O-2025-0270,PAPER-A4-140-COPY,A4 Copy 140 gsm Recycled qty 6 pallets,6,pallet,521.61,3129.66,0.878,auto-mapped
271,O-2025-0271,PAPER-A2-170-CARDSTOCK,A2 Cardstock 170 gsm Recycled qty 33 reams,33,ream,12.48,411.84,0.951,auto-mapped
272,O-2025-0272,PAPER-A2-120-CARDSTOCK-T,A2 Cardstock 120 gsm Ivory qty 16 reams,16,ream,9.84,157.44,0.937,
273,O-2025-0273,PAPER-SRA3-200-COPY-Z,SRA3 Copy 200 gsm Ivory qty 63 boxs,63,box,49.82,3138.66,0.852,manual review suggested
274,O-2025-0274,PAPER-A4-200-OFFSET,A4 Offset 200 gsm Recycled qty 15 reams,15,ream,7.63,114.45,0.772,
275,O-2025-0275,PAPER-A3-90-COPY-D,A3 Copy 90 gsm White qty 77 boxs,77,box,30.61,2356.97,0.762,
276,O-2025-0276,PAPER-A4-300-COATEDGLOSS-R,A4 Coated Gloss 300 gsm Ivory qty 30 reams,30,ream,9.64,289.2,0.976,
277,O-2025-0277,PAPER-A2-70-COATEDGLOSS-H,A2 Coated Gloss 70 gsm White qty 8 reams,8,ream,7.29,58.32,0.835,
278,O-2025-0278,PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm Recycled qty 42 boxs,42,box,35.86,1506.12,0.83,
279,O-2025-0279,PAPER-A4-70-COPY,A4 Copy 70 gsm Recycled qty 3524 sheets,3524,sheet,0.1835,646.65,0.831,
280,O-2025-0280,PAPER-A4-90-CARDSTOCK,A4 Cardstock 90 gsm Bright White qty 39 reams,39,ream,5.53,215.67,0.887,manual review suggested
281,O-2025-0281,PAPER-A5-70-CARDSTOCK,A5 Cardstock 70 gsm Recycled qty 13 reams,13,ream,4.17,54.21,0.863,
282,O-2025-0282,PAPER-SRA3-200-OFFSET-Z,SRA3 Offset 200 gsm Recycled qty 16 reams,16,ream,11.15,178.4,0.79,auto-mapped
283,O-2025-0283,PAPER-SRA3-250-CARDSTOCK,SRA3 Cardstock 250 gsm Ivory qty 42 reams,42,ream,12.73,534.66,0.866,
284,O-2025-0284,PAPER-A4-200-COPY,A4 Copy 200 gsm Recycled qty 9 reams,9,ream,8.07,72.63,0.901,
285,O-2025-0285,PAPER-A2-200-COATEDMATTE-R,A2 Coated Matte 200 gsm Ivory qty 8 pallets,8,pallet,745.64,5965.12,0.756,manual review suggested
286,O-2025-0286,PAPER-SRA3-120-COATEDMATTE-Y,SRA3 Coated Matte 120 gsm White qty 46 reams,46,ream,7.95,365.7,0.789,
287,O-2025-0287,PAPER-SRA3-100-UNCOATED,SRA3 Uncoated 100 gsm Bright White qty 15 reams,15,ream,7.56,113.4,0.772,
288,O-2025-0288,PAPER-SRA3-70-COATEDGLOSS,SRA3 Coated Gloss 70 gsm Bright White qty 24 reams,24,ream,6.06,145.44,0.817,
289,O-2025-0289,PAPER-A2-170-OFFSET,A2 Offset 170 gsm Bright White qty 46 reams,46,ream,11.98,551.08,0.857,auto-mapped
290,O-2025-0290,PAPER-SRA3-170-CARDSTOCK,SRA3 Cardstock 170 gsm Recycled qty 48 reams,48,ream,9.98,479.04,0.847,
291,O-2025-0291,PAPER-SRA3-160-COATEDMATTE,SRA3 Coated Matte 160 gsm White qty 45 reams,45,ream,9.86,443.7,0.779,
292,O-2025-0292,PAPER-SRA3-140-CARDSTOCK,SRA3 Cardstock 140 gsm Bright White qty 6 reams,6,ream,8.65,51.9,0.876,manual review suggested
293,O-2025-0293,PAPER-A2-75-COATEDGLOSS-I,A2 Coated Gloss 75 gsm Recycled qty 10 pallets,10,pallet,565.48,5654.8,0.917,
294,O-2025-0294,PAPER-A2-170-COPY-G,A2 Copy 170 gsm Bright White qty 10 pallets,10,pallet,700.28,7002.8,0.878,auto-mapped
295,O-2025-0295,PAPER-A4-140-UNCOATED-C,A4 Uncoated 140 gsm Bright White qty 1 pallets,1,pallet,567.8,567.8,0.936,
296,O-2025-0296,PAPER-A3-90-CARDSTOCK-S,A3 Cardstock 90 gsm Bright White qty 11 reams,11,ream,6.65,73.15,0.978,
297,O-2025-0297,PAPER-A2-90-CARDSTOCK-F,A2 Cardstock 90 gsm Ivory qty 13 reams,13,ream,8.59,111.67,0.881,manual review suggested
298,O-2025-0298,PAPER-A3-250-UNCOATED,A3 Uncoated 250 gsm Bright White qty 44 boxs,44,box,51.11,2248.84,0.804,auto-mapped
299,O-2025-0299,PAPER-A2-250-COATEDMATTE-Y,A2 Coated Matte 250 gsm Ivory qty 18 boxs,18,box,67.9,1222.2,0.813,
300,O-2025-0300,PAPER-A4-300-CARDSTOCK-T,A4 Cardstock 300 gsm Bright White qty 29 reams,29,ream,9.38,272.02,0.876,
301,O-2025-0301,PAPER-A2-100-CARDSTOCK-H,A2 Cardstock 100 gsm Bright White qty 48 reams,48,ream,8.48,407.04,0.885,auto-mapped
302,O-2025-0302,PAPER-A3-300-CARDSTOCK,A3 Cardstock 300 gsm White qty 69 boxs,69,box,57.63,3976.47,0.847,
303,O-2025-0303,PAPER-SRA3-75-OFFSET,SRA3 Offset 75 gsm Bright White qty 73 boxs,73,box,28.58,2086.34,0.845,
304,O-2025-0304,PAPER-A3-300-COATEDMATTE,A3 Coated Matte 300 gsm White qty 34 reams,34,ream,12.99,441.66,0.888,
305,O-2025-0305,PAPER-A5-75-CARDSTOCK,A5 Cardstock 75 gsm Ivory qty 40 reams,40,ream,4.51,180.4,0.753,auto-mapped
306,O-2025-0306,PAPER-A4-100-COATEDGLOSS-M,A4 Coated Gloss 100 gsm Recycled qty 2 pallets,2,pallet,532.04,1064.08,0.807,auto-mapped
307,O-2025-0307,PAPER-A4-170-COATEDMATTE,A4 Coated Matte 170 gsm Ivory qty 6 reams,6,ream,6.67,40.02,0.752,
308,O-2025-0308,PAPER-SRA3-70-UNCOATED,SRA3 Uncoated 70 gsm Ivory qty 21 reams,21,ream,6.12,128.52,0.927,
309,O-2025-0309,PAPER-A3-300-COATEDGLOSS,A3 Coated Gloss 300 gsm White qty 13 rolls,13,roll,65.09,846.17,0.754,auto-mapped
310,O-2025-0310,PAPER-A4-100-COATEDGLOSS,A4 Coated Gloss 100 gsm Ivory qty 39 boxs,39,box,26.22,1022.58,0.939,auto-mapped
311,O-2025-0311,PAPER-SRA3-250-CARDSTOCK,SRA3 Cardstock 250 gsm Ivory qty 40 reams,40,ream,12.73,509.2,0.972,manual review suggested
312,O-2025-0312,PAPER-A2-75-COATEDGLOSS-I,A2 Coated Gloss 75 gsm Recycled qty 3 pallets,3,pallet,565.48,1696.44,0.859,manual review suggested
313,O-2025-0313,PAPER-SRA3-120-OFFSET,SRA3 Offset 120 gsm Bright White qty 34 reams,34,ream,8.45,287.3,0.918,
314,O-2025-0314,PAPER-A3-200-COATEDGLOSS,A3 Coated Gloss 200 gsm White qty 28 boxs,28,box,43.94,1230.32,0.884,
315,O-2025-0315,PAPER-SRA3-250-CARDSTOCK,SRA3 Cardstock 250 gsm Ivory qty 16 reams,16,ream,12.73,203.68,0.845,manual review suggested
316,O-2025-0316,PAPER-SRA3-100-OFFSET,SRA3 Offset 100 gsm Bright White qty 3 pallets,3,pallet,550.4,1651.2,0.856,
317,O-2025-0317,PAPER-A3-80-COATEDMATTE-H,A3 Coated Matte 80 gsm White qty 5 reams,5,ream,6.3,31.5,0.866,manual review suggested
318,O-2025-0318,PAPER-A5-100-COATEDMATTE-P,A5 Coated Matte 100 gsm Ivory qty 26 boxs,26,box,22.92,595.92,0.807,
319,O-2025-0319,PAPER-A4-140-UNCOATED,A4 Uncoated 140 gsm White qty 20 reams,20,ream,6.27,125.4,0.841,
320,O-2025-0320,PAPER-SRA3-160-UNCOATED,SRA3 Uncoated 160 gsm Bright White qty 77 boxs,77,box,43.53,3351.81,0.835,
321,O-2025-0321,PAPER-A4-80-OFFSET-U,A4 Offset 80 gsm Bright White qty 6 reams,6,ream,5.64,33.84,0.955,manual review suggested
322,O-2025-0322,PAPER-A3-75-COATEDMATTE-H,A3 Coated Matte 75 gsm Ivory qty 13 reams,13,ream,5.94,77.22,0.81,
323,O-2025-0323,PAPER-A5-120-COPY,A5 Copy 120 gsm Recycled qty 44 reams,44,ream,5.23,230.12,0.967,
324,O-2025-0324,PAPER-A4-300-COPY,A4 Copy 300 gsm Bright White qty 11 rolls,11,roll,54.8,602.8,0.92,
325,O-2025-0325,PAPER-A5-170-OFFSET-O,A5 Offset 170 gsm Recycled qty 5 reams,5,ream,5.34,26.7,0.931,manual review suggested
326,O-2025-0326,PAPER-A3-140-CARDSTOCK-I,A3 Cardstock 140 gsm White qty 61 boxs,61,box,36.48,2225.28,0.772,
327,O-2025-0327,PAPER-A3-80-COPY-J,A3 Copy 80 gsm Bright White qty 32 reams,32,ream,5.91,189.12,0.902,
328,O-2025-0328,PAPER-A3-90-COPY-Y,A3 Copy 90 gsm Ivory qty 18 reams,18,ream,6.61,118.98,0.932,auto-mapped
329,O-2025-0329,PAPER-A4-300-UNCOATED,A4 Uncoated 300 gsm Ivory qty 27 boxs,27,box,41.11,1109.97,0.865,manual review suggested
330,O-2025-0330,PAPER-A3-80-UNCOATED,A3 Uncoated 80 gsm Recycled qty 30 reams,30,ream,6.3,189.0,0.917,
331,O-2025-0331,PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm Bright White qty 34 reams,34,ream,6.85,232.9,0.78,manual review suggested
332,O-2025-0332,PAPER-A5-90-UNCOATED,A5 Uncoated 90 gsm White qty 26 reams,26,ream,4.72,122.72,0.957,
333,O-2025-0333,PAPER-SRA3-80-COATEDGLOSS,SRA3 Coated Gloss 80 gsm Bright White qty 26 reams,26,ream,6.72,174.72,0.906,
334,O-2025-0334,PAPER-A2-70-COPY,A2 Copy 70 gsm White qty 9 pallets,9,pallet,576.46,5188.14,0.949,manual review suggested
335,O-2025-0335,PAPER-A3-250-OFFSET,A3 Offset 250 gsm White qty 31 boxs,31,box,51.49,1596.19,0.857,manual review suggested
336,O-2025-0336,PAPER-A4-200-OFFSET,A4 Offset 200 gsm Recycled qty 39 reams,39,ream,7.63,297.57,0.851,
337,O-2025-0337,PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm Recycled qty 69 boxs,69,box,35.86,2474.34,0.883,
338,O-2025-0338,PAPER-A3-120-OFFSET,A3 Offset 120 gsm Recycled qty 7 pallets,7,pallet,572.97,4010.79,0.877,auto-mapped
339,O-2025-0339,PAPER-A2-120-COPY,A2 Copy 120 gsm Bright White qty 44 reams,44,ream,9.68,425.92,0.778,
340,O-2025-0340,PAPER-A2-75-COATEDMATTE,A2 Coated Matte 75 gsm Recycled qty 19 reams,19,ream,7.55,143.45,0.855,
341,O-2025-0341,PAPER-SRA3-100-COATEDGLOSS-O,SRA3 Coated Gloss 100 gsm Recycled qty 6 reams,6,ream,7.01,42.06,0.973,manual review suggested
342,O-2025-0342,PAPER-SRA3-120-COATEDGLOSS,SRA3 Coated Gloss 120 gsm Bright White qty 87 boxs,87,box,35.59,3096.33,0.958,
343,O-2025-0343,PAPER-A3-75-COPY-O,A3 Copy 75 gsm White qty 8 pallets,8,pallet,523.6,4188.8,0.949,manual review suggested
344,O-2025-0344,PAPER-A3-75-UNCOATED-E,A3 Uncoated 75 gsm Ivory qty 15 rolls,15,roll,42.88,643.2,0.964,
345,O-2025-0345,PAPER-A5-250-CARDSTOCK-A,A5 Cardstock 250 gsm Bright White qty 44 reams,44,ream,6.53,287.32,0.973,
346,O-2025-0346,PAPER-A3-170-UNCOATED-P,A3 Uncoated 170 gsm Ivory qty 2 boxs,2,box,40.73,81.46,0.853,manual review suggested
347,O-2025-0347,PAPER-A5-170-UNCOATED,A5 Uncoated 170 gsm White qty 23 boxs,23,box,25.57,588.11,0.767,auto-mapped
348,O-2025-0348,PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm Bright White qty 13 reams,13,ream,6.85,89.05,0.928,auto-mapped
349,O-2025-0349,PAPER-A3-90-COPY,A3 Copy 90 gsm Recycled qty 9 pallets,9,pallet,566.75,5100.75,0.921,
350,O-2025-0350,PAPER-A5-75-OFFSET,A5 Offset 75 gsm Ivory qty 89 boxs,89,box,21.66,1927.74,0.798,manual review suggested
351,O-2025-0351,PAPER-SRA3-100-COATEDMATTE,SRA3 Coated Matte 100 gsm Bright White qty 17 reams,17,ream,7.27,123.59,0.889,manual review suggested
352,O-2025-0352,PAPER-SRA3-200-COPY,SRA3 Copy 200 gsm Ivory qty 14 boxs,14,box,49.77,696.78,0.772,auto-mapped
353,O-2025-0353,PAPER-SRA3-100-COATEDGLOSS-O,SRA3 Coated Gloss 100 gsm Recycled qty 13 reams,13,ream,7.01,91.13,0.961,
354,O-2025-0354,PAPER-A4-170-COATEDGLOSS-T,A4 Coated Gloss 170 gsm Recycled qty 5 reams,5,ream,7.27,36.35,0.8,manual review suggested
355,O-2025-0355,PAPER-A4-200-COPY,A4 Copy 200 gsm Recycled qty 26 reams,26,ream,8.07,209.82,0.786,
356,O-2025-0356,PAPER-A5-75-CARDSTOCK,A5 Cardstock 75 gsm Ivory qty 26 reams,26,ream,4.51,117.26,0.802,
357,O-2025-0357,PAPER-A4-75-UNCOATED,A4 Uncoated 75 gsm Ivory qty 24 reams,24,ream,5.4,129.6,0.875,
358,O-2025-0358,PAPER-A5-120-OFFSET,A5 Offset 120 gsm Bright White qty 11 boxs,11,box,25.06,275.66,0.798,auto-mapped
359,O-2025-0359,PAPER-A2-200-COATEDGLOSS,A2 Coated Gloss 200 gsm Bright White qty 12 reams,12,ream,13.75,165.0,0.877,
360,O-2025-0360,PAPER-A2-70-COATEDGLOSS-G,A2 Coated Gloss 70 gsm White qty 49 reams,49,ream,7.43,364.07,0.86,
361,O-2025-0361,PAPER-A2-250-CARDSTOCK,A2 Cardstock 250 gsm Ivory qty 21 reams,21,ream,15.76,330.96,0.908,
362,O-2025-0362,PAPER-A2-300-COATEDGLOSS,A2 Coated Gloss 300 gsm White qty 27 boxs,27,box,78.39,2116.53,0.877,
363,O-2025-0363,PAPER-A2-75-COPY,A2 Copy 75 gsm White qty 4 pallets,4,pallet,598.08,2392.32,0.837,
364,O-2025-0364,PAPER-A5-90-OFFSET,A5 Offset 90 gsm White qty 20 reams,20,ream,4.81,96.2,0.913,
365,O-2025-0365,PAPER-A2-120-CARDSTOCK-T,A2 Cardstock 120 gsm Ivory qty 25 reams,25,ream,9.84,246.0,0.937,
